id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,aesthetic appeal,chocolate,nuts,oats,raisins,peanut_butter,butter type_melted
1218,0.14,7.05,450,50.0,177.0,0.99564,8.23,0.42,9.0,7,12.6,1.34,3,1,0,0,0,0,1
1219,0.42,7.1,450,62.0,209.0,0.99544,8.2,0.53,9.5,8,12.6,1.34,3,1,0,0,0,0,1
1220,0.35,3.5,280,35.0,91.0,0.99022,7.96,0.33,12.1,7,14.2,1.34,3,1,0,0,0,0,1
1221,0.2,2.0,430,39.0,154.0,0.99226,8.21,0.39,10.2,8,11.6,1.88,3,1,0,0,0,0,1
1222,0.29,8.9,460,82.0,188.0,0.9955,8.3,0.44,10.3,8,13.6,1.66,3,1,0,0,0,0,1
1223,0.44,2.3,710,21.0,68.0,0.9992,8.46,0.63,9.5,5,19.0,1.67,3,0,1,0,1,0,0
1224,0.35,13.1,500,64.0,205.0,0.997,8.15,0.5,9.5,7,13.4,1.63,3,1,0,0,0,0,1
1225,0.45,2.0,820,6.0,15.0,0.9988,7.94,0.66,9.2,6,22.6,1.34,3,0,0,0,1,0,0
1226,0.44,1.9,980,6.0,15.0,0.9956,8.3,0.64,11.4,6,16.0,1.5,3,0,0,0,1,0,0
1227,0.29,15.5,640,56.0,115.5,0.99737,8.16,0.41,9.7,9,14.2,1.64,3,1,0,1,0,0,1
1228,0.28,8.5,520,55.0,211.0,0.9962,8.09,0.55,8.9,8,13.2,1.27,3,1,0,0,0,0,1
1229,0.24,1.7,480,26.0,124.0,0.9942,8.37,0.6,10.1,8,13.2,1.28,3,1,0,0,0,0,1
1230,0.31,3.9,340,42.0,137.0,0.99218,8.24,0.46,10.9,8,12.2,1.1,3,1,0,0,0,0,1
1231,0.27,1.5,400,19.0,114.0,0.99295,8.36,0.62,10.5,8,13.2,1.3,3,1,0,0,0,0,1
1232,0.2,2.6,3320,8.0,14.0,0.9968,8.21,0.9,10.5,6,15.0,1.17,3,1,1,0,0,0,0
1233,0.54,1.4,1570,34.0,132.0,0.99449,8.11,0.53,9.0,8,14.4,1.66,3,0,0,0,1,0,1
1234,0.25,2.5,450,32.0,122.0,0.99329,8.18,0.54,10.3,7,14.6,1.58,3,0,0,0,1,0,1
1235,0.56,17.3,550,47.0,169.0,1.00047,8.07,0.67,9.3,8,17.0,1.24,3,1,0,1,0,0,1
1236,0.23,2.2,940,16.0,29.0,0.9962,8.21,0.49,10.2,6,16.0,1.53,3,1,1,0,0,0,0
1237,0.27,2.6,840,12.0,78.0,0.9964,8.39,0.71,11.0,5,14.4,1.85,3,0,1,0,1,0,0
1238,0.5,1.0,1270,63.0,178.0,0.99212,8.1,0.45,9.7,7,11.6,1.94,3,0,0,0,1,0,1
1239,0.27,4.9,360,30.0,134.0,0.9927,8.2,0.42,10.4,9,12.4,1.29,3,0,0,0,1,0,1
1240,0.09,1.4,400,56.0,145.0,0.9922,8.19,0.46,10.0,7,13.6,1.7,3,0,0,0,1,0,1
1241,0.22,1.4,560,24.0,130.0,0.9944,8.28,0.48,9.5,7,15.6,1.25,3,1,0,0,0,0,1
1242,0.49,1.2,420,43.0,160.0,0.9934,8.13,0.48,9.7,8,16.2,1.5,3,1,0,1,0,0,1
1243,0.3,10.2,280,28.0,131.0,0.9954,8.49,0.42,10.8,9,11.2,1.1,3,1,0,1,0,0,1
1244,0.34,10.0,560,35.0,178.0,0.9974,8.26,0.6,10.2,7,15.4,1.35,3,0,0,0,1,0,1
1245,0.79,1.4,1940,23.0,90.0,0.99212,8.17,0.46,10.5,8,14.2,1.01,3,0,0,0,1,0,1
1246,0.24,2.0,600,19.0,50.0,0.9917,8.72,0.74,14.0,8,10.0,1.97,3,1,1,0,0,0,0
1247,0.34,1.3,420,20.0,69.0,0.9912,8.31,0.65,12.0,9,14.0,1.45,3,0,0,0,1,0,1
1248,0.32,1.8,660,26.0,51.0,0.99456,8.38,0.72,11.8,6,17.0,1.53,3,0,0,0,1,0,0
1249,0.19,5.8,410,22.0,145.0,0.9943,8.15,0.63,9.9,7,12.6,1.45,3,0,0,0,1,0,1
1250,0.26,1.4,300,12.0,76.0,0.9905,8.25,0.37,10.9,9,11.2,1.08,3,1,0,1,0,0,1
1251,0.49,6.9,340,26.0,91.0,0.9937,7.99,0.34,11.5,7,18.0,1.96,3,0,0,0,1,0,1
1252,0.28,3.7,590,29.0,151.0,0.99177,8.23,0.41,12.1,9,13.0,1.75,3,1,0,0,0,0,1
1253,0.31,1.6,380,34.0,116.0,0.9912,8.25,0.39,12.0,9,14.8,1.45,3,1,0,0,0,0,1
1254,0.2,1.6,490,24.0,64.0,0.9935,8.38,0.57,11.7,6,14.6,1.81,3,1,1,0,0,0,0
1255,0.31,2.8,380,41.0,114.0,0.99155,8.37,0.66,11.7,9,12.8,1.43,3,1,0,0,0,0,1
1256,0.34,14.0,320,47.0,133.0,0.9952,8.37,0.5,12.2,9,13.6,1.85,3,1,0,0,0,0,1
1257,0.26,2.2,230,21.0,95.0,0.9893,8.07,0.54,12.3,8,11.4,1.03,3,1,0,1,0,0,1
1258,0.22,12.3,510,35.0,146.0,0.99676,8.1,0.67,9.4,7,13.2,1.16,3,1,0,0,0,0,1
1259,0.35,2.9,340,38.0,121.0,0.99008,8.19,0.4,12.8,8,13.2,1.33,3,1,0,0,0,0,1
1260,0.31,1.9,300,41.0,104.0,0.99,8.29,0.62,12.6,9,13.4,1.24,3,1,1,0,0,0,1
1261,0.15,2.0,290,27.0,87.0,0.9903,8.3,0.59,12.6,9,14.4,1.08,3,0,0,0,1,0,1
1262,0.36,1.4,450,11.0,119.0,0.99556,8.17,0.47,9.4,6,17.2,1.78,3,0,0,0,1,0,1
1263,0.13,7.8,420,11.0,117.0,0.996,8.23,0.37,9.2,7,13.8,1.11,3,0,0,0,1,0,1
1264,0.37,1.6,350,34.0,126.0,0.99058,8.26,0.47,12.3,8,14.0,1.16,3,1,0,0,0,0,1
1265,0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,15.0,1.6,3,1,0,0,0,0,1
1266,0.08,1.7,660,3.0,20.0,0.9954,8.34,0.58,9.4,5,12.6,1.98,3,0,0,0,1,0,0
1267,0.31,1.2,260,31.0,68.0,0.9898,8.33,0.44,11.6333,8,11.0,1.57,3,1,0,1,0,0,1
1268,0.32,0.9,340,40.0,114.0,0.99114,8.31,0.58,10.8,9,12.8,1.06,3,1,0,0,0,0,1
1269,0.27,11.0,350,46.0,116.0,0.99602,8.12,0.38,9.1,8,12.4,1.78,3,1,0,1,0,0,1
1270,0.49,2.2,830,5.0,15.0,1.0,8.19,0.43,9.2,5,23.4,1.79,3,1,1,0,0,0,0
1271,0.44,1.6,630,16.0,37.0,0.9985,8.22,0.78,10.0,6,21.6,1.82,3,0,0,0,1,0,0
1272,0.63,3.8,890,6.0,47.0,1.0014,8.01,0.81,10.8,6,28.0,1.52,3,1,1,0,0,0,0
1273,0.49,3.5,440,29.0,117.0,0.9938,8.14,0.51,10.1,8,17.0,1.27,3,1,0,1,0,0,1
1274,0.32,1.5,370,12.0,76.0,0.98993,8.3,0.46,12.3,8,12.6,1.21,3,0,0,0,1,0,1
1275,0.21,2.1,800,33.0,141.0,0.9962,8.25,0.51,9.9,5,15.8,1.31,3,1,1,1,0,0,0
1276,0.31,12.9,450,55.0,161.0,0.99546,8.02,0.59,10.2,7,12.8,1.29,3,0,0,0,1,0,1
1277,0.32,1.9,820,17.0,144.0,0.9968,8.2,0.55,9.5,5,15.8,1.96,3,1,1,0,0,0,0
1278,0.26,1.6,880,16.0,23.0,0.99694,8.32,0.47,9.4,5,17.6,1.92,3,1,1,1,0,0,0
1279,0.21,1.9,900,44.0,130.0,0.99255,8.07,0.41,9.7,7,12.2,1.57,3,1,0,1,0,0,1
1280,0.29,3.0,360,17.0,117.0,0.99411,8.36,0.68,10.1,8,14.4,1.84,3,1,0,0,0,0,1
1281,0.0,1.9,800,14.0,35.0,0.9972,8.47,0.55,9.4,5,14.2,1.61,3,0,1,1,0,0,0
1282,0.32,1.2,370,14.0,119.0,0.99137,8.19,0.5,10.2,8,11.6,1.85,3,1,0,1,0,0,1
1283,0.29,1.1,350,44.0,140.0,0.99142,8.17,0.55,10.7,9,12.8,1.71,3,1,0,1,0,0,1
1284,0.22,4.8,410,110.0,198.0,0.99437,8.29,0.67,10.6,7,13.6,1.49,3,1,0,0,0,0,1
1285,0.25,1.3,340,28.0,123.0,0.9915,8.27,0.55,11.4,8,14.2,1.49,3,1,0,1,0,0,1
1286,0.27,12.15,330,37.0,116.0,0.9959,7.99,0.39,10.8,8,16.8,1.9,3,0,1,0,1,0,1
1287,0.18,1.4,470,30.0,90.0,0.99164,8.27,0.54,11.2,8,13.6,1.1,3,1,0,1,0,0,1
1288,0.39,17.95,570,45.0,149.0,0.9999,8.21,0.36,8.6,7,14.6,1.76,3,1,0,0,0,0,1
1289,0.02,7.9,1220,68.0,124.0,0.9994,8.47,0.53,9.9,5,13.2,2.0,3,0,1,1,0,0,0
1290,0.21,2.9,260,48.0,126.0,0.99089,8.22,0.38,11.3,9,13.2,1.66,3,1,0,0,0,0,1
1291,0.25,1.3,400,28.0,85.0,0.98984,7.87,0.48,11.2,8,13.2,1.69,3,1,0,0,0,0,1
1292,0.21,2.2,440,15.0,68.0,0.9932,8.17,0.39,9.4,8,13.6,1.54,3,0,0,0,1,0,1
1293,0.28,6.5,370,26.0,97.0,0.99148,8.16,0.58,12.6,9,14.6,1.22,3,1,1,0,0,0,1
1294,0.24,2.7,170,22.0,80.0,0.99084,8.03,0.37,11.5,7,13.4,1.25,3,0,0,0,1,0,1
1295,0.23,2.9,390,10.0,108.0,0.99243,8.28,0.5,10.0,7,11.0,1.85,3,1,0,1,0,0,1
1296,0.28,8.3,340,29.0,81.0,0.99151,7.96,0.39,12.5,8,13.4,1.27,3,0,0,0,1,0,1
1297,0.0,2.2,880,16.0,32.0,0.99756,8.58,0.67,10.2,5,14.8,1.71,3,0,0,1,1,0,0
1298,0.26,1.7,410,31.0,110.0,0.99142,8.2,0.53,11.0,8,14.0,1.69,3,1,0,0,0,0,1
1299,0.24,12.1,460,51.0,172.0,0.998,8.35,0.45,9.5,7,12.2,1.19,3,1,0,0,0,0,1
1300,0.29,1.8,500,40.0,147.0,0.9912,8.06,0.44,11.4,9,13.2,1.63,3,1,0,1,0,0,1
1301,0.32,5.5,490,41.0,176.0,0.995,8.19,0.68,9.2,8,12.8,1.14,3,1,0,0,0,0,1
1302,0.44,2.8,890,11.0,43.0,0.9975,8.53,0.61,10.5,6,16.4,1.23,3,1,1,0,0,0,0
1303,0.32,14.6,630,32.0,201.0,0.998,8.0,0.45,9.2,7,15.2,1.41,3,1,0,0,0,0,1
1304,0.28,14.7,510,29.0,149.0,0.99792,7.96,0.39,9.0,9,14.0,1.04,3,1,0,1,0,0,1
1305,0.27,9.7,360,15.0,85.0,0.99406,7.99,0.36,11.2,8,16.0,1.61,3,1,0,0,0,0,1
1306,0.4,5.2,550,41.0,167.0,0.9953,8.18,0.4,10.6,9,16.0,1.95,3,1,0,0,0,0,1
1307,0.31,2.0,290,14.0,141.0,0.99077,7.95,0.77,12.2,8,16.6,1.36,3,1,0,0,0,0,1
1308,0.27,1.5,400,35.0,105.0,0.98914,8.13,0.3,12.4,8,12.8,1.58,3,1,0,0,0,0,1
1309,0.24,7.2,390,38.0,172.0,0.9958,8.49,0.64,9.7,8,12.6,1.26,3,1,0,0,0,0,1
1310,0.29,0.7,280,11.0,66.0,0.99215,8.3,0.4,9.8,7,10.6,1.87,3,1,0,0,0,0,1
1311,0.39,14.2,580,49.0,192.0,0.9979,7.98,0.48,9.0,9,14.4,1.98,3,1,0,0,0,0,1
1312,0.14,2.4,670,10.0,42.0,0.9969,8.19,0.59,9.5,5,17.6,1.41,3,1,1,1,0,0,0
1313,0.3,2.6,340,62.0,148.0,0.99121,8.03,0.56,11.3,9,14.2,1.4,3,1,0,0,0,0,1
1314,0.32,7.6,520,35.0,143.0,0.9959,8.14,0.38,9.0,7,13.6,1.52,3,0,0,0,1,0,1
1315,0.24,6.2,480,31.0,228.0,0.9957,8.23,0.62,9.4,8,14.0,1.03,3,0,0,0,1,0,1
1316,0.2,12.6,320,54.0,136.0,0.99516,7.91,0.43,10.6,8,12.2,1.76,3,1,1,0,0,0,1
1317,0.3,3.8,360,34.0,88.0,0.99028,8.25,0.63,12.5,9,13.0,1.11,3,0,0,0,1,0,1
1318,0.22,1.4,460,16.0,135.0,0.9928,8.08,0.77,10.4,9,14.8,1.67,3,0,0,0,1,0,1
1319,0.23,13.7,450,44.0,192.0,0.9981,8.11,0.53,9.4,7,14.2,1.67,3,1,1,0,0,0,1
1320,0.49,1.0,280,6.0,24.0,0.9926,7.91,0.32,9.9,7,17.8,1.85,3,1,0,1,0,0,1
1321,0.4,6.9,500,30.0,97.0,0.9951,8.26,0.44,10.1,8,16.2,1.87,3,1,0,0,0,0,1
1322,0.13,2.0,760,12.0,20.0,0.99546,8.29,0.54,10.1,5,14.4,1.17,3,1,1,1,0,0,0
1323,0.25,1.9,810,14.0,38.0,0.9984,8.43,0.65,9.0,6,15.6,1.24,3,0,1,0,1,0,0
1324,0.29,4.3,690,20.0,114.0,0.99014,8.22,0.59,13.4,8,13.4,1.95,3,0,1,0,1,0,1
1325,0.29,5.15,350,64.0,138.0,0.9895,8.19,0.34,12.4,10,10.4,1.92,3,1,0,0,0,0,1
1326,0.21,16.2,740,41.0,197.0,0.998,8.02,0.5,9.8,5,17.0,1.37,3,1,0,0,0,0,1
1327,0.45,14.2,380,53.0,141.0,0.9992,8.03,0.46,9.2,8,15.8,1.35,3,1,0,0,0,0,1
1328,0.31,1.6,350,40.0,106.0,0.98914,8.26,0.39,12.9,9,12.4,1.05,3,0,0,0,1,0,1
1329,0.12,1.8,1140,15.0,64.0,0.99588,8.22,0.59,9.5,6,14.0,1.54,3,0,1,1,0,0,0
1330,0.31,5.8,570,131.0,313.0,0.9946,8.18,0.59,10.5,7,15.0,1.54,3,1,0,0,0,0,1
1331,0.28,12.05,580,25.0,125.0,0.99856,8.45,0.45,9.4,7,13.2,1.52,3,1,0,0,0,0,1
1332,0.46,12.0,420,61.0,210.0,0.997,8.17,0.59,9.7,8,12.2,1.27,3,0,0,0,1,0,1
1333,0.02,1.8,670,4.0,11.0,0.997,8.46,0.68,9.5,5,12.8,1.37,3,0,1,0,1,0,0
1334,0.12,2.4,830,8.0,28.0,0.99836,8.33,0.65,10.4,6,18.0,1.66,3,1,0,0,0,1,0
1335,0.36,13.0,510,72.0,177.0,0.9972,8.16,0.49,9.8,7,14.0,1.2,3,1,0,0,0,0,1
1336,0.31,3.9,460,17.0,106.0,0.99098,8.15,0.31,11.5,7,13.0,1.88,3,1,0,0,0,0,1
1337,0.31,11.4,390,46.0,165.0,0.99795,8.41,0.44,9.8,9,13.2,1.01,3,1,0,0,0,0,1
1338,0.39,1.8,320,23.0,118.0,0.9912,8.32,0.5,11.8,8,12.8,1.17,3,1,0,0,0,0,1
1339,0.34,1.6,280,32.0,118.0,0.9901,8.0,0.38,12.1,9,15.6,1.52,3,1,0,0,0,0,1
1340,0.26,12.5,490,52.5,106.0,0.99691,8.08,0.45,9.4,8,11.4,1.88,3,1,0,0,0,0,1
1341,0.29,4.6,320,68.0,137.0,0.99159,8.21,0.38,11.3,8,11.8,1.65,3,1,0,1,0,0,1
1342,0.36,4.5,420,26.0,102.0,0.99427,8.09,0.47,9.5,7,15.2,1.27,3,1,0,1,0,0,1
1343,0.31,1.0,240,13.0,91.0,0.993,7.79,0.37,10.1,7,17.0,1.12,3,1,0,1,0,0,1
1344,0.03,1.8,780,7.0,12.0,0.99587,8.34,0.39,9.5,5,14.4,1.99,3,1,1,1,0,0,0
1345,0.63,2.3,910,6.0,18.0,1.0004,8.16,0.49,9.5,5,24.6,1.45,3,0,0,0,1,0,0
1346,0.22,2.1,770,12.0,65.0,0.9967,8.29,0.51,9.2,5,16.2,1.09,3,0,1,0,1,0,0
1347,0.45,10.6,350,28.0,124.0,0.997,8.2,0.46,10.4,11,18.2,1.89,3,1,0,0,0,0,1
1348,0.27,1.9,580,18.0,38.0,0.99518,8.16,0.85,11.1,6,17.0,1.34,3,1,1,0,0,0,0
1349,0.4,6.3,470,52.0,172.0,0.99573,8.18,0.53,9.5,8,14.4,1.01,3,1,0,0,0,0,1
1350,0.34,1.4,390,21.0,177.0,0.9927,8.32,0.62,10.8,7,14.0,1.62,3,1,0,1,0,0,1
1351,0.36,8.2,280,29.0,142.0,0.9925,8.01,0.34,13.0,9,16.2,1.29,3,0,0,0,1,0,1
1352,0.09,1.4,660,15.0,28.0,0.99459,8.42,0.7,10.0,7,12.8,1.2,3,0,0,0,1,0,0
1353,0.49,13.6,420,58.0,166.0,0.99855,8.1,0.54,9.4,7,16.4,1.11,3,0,0,0,1,0,1
1354,0.32,6.3,300,34.0,129.0,0.9946,8.52,0.41,10.4,7,12.0,1.29,3,1,0,0,0,0,1
1355,0.37,1.2,280,28.0,89.0,0.99132,8.14,0.61,11.8,8,14.8,1.59,3,1,0,0,0,0,1
1356,0.33,6.9,520,23.0,118.0,0.9938,8.23,0.46,10.4,8,12.6,1.48,3,1,0,0,0,0,1
1357,0.29,3.0,270,16.0,102.0,0.99067,8.23,0.56,11.2,8,11.0,1.63,3,0,0,0,1,0,1
1358,0.46,1.8,460,23.0,130.0,0.99587,8.04,0.67,9.6,7,19.6,1.5,3,1,0,1,0,0,1
1359,0.33,1.9,740,27.0,85.0,0.99706,8.41,0.58,9.0,5,15.2,1.07,3,1,1,0,0,0,0
1360,0.38,2.2,470,33.0,96.0,0.9928,8.13,0.39,10.4,10,14.0,1.61,3,1,0,1,0,0,1
1361,0.26,5.55,510,51.0,139.0,0.99336,8.47,0.5,11.0,8,11.2,1.06,3,1,0,1,0,0,1
1362,0.49,2.6,840,21.0,75.0,0.9987,8.35,0.57,9.7,5,18.0,1.59,3,1,1,0,0,0,0
1363,0.38,2.2,260,40.0,104.0,0.9914,8.25,0.4,11.1,10,13.2,1.97,3,1,0,0,0,0,1
1364,0.38,3.5,530,41.0,174.0,0.99306,8.22,0.41,11.6,7,16.4,1.5,3,1,0,0,0,0,1
1365,0.26,2.3,900,23.0,74.0,0.9953,8.71,0.62,12.2,6,10.4,1.21,3,1,1,0,0,0,0
1366,0.17,2.8,400,24.0,125.0,0.9939,8.01,0.46,9.0,7,12.4,1.02,3,0,0,0,1,0,1
1367,0.12,5.1,1110,50.0,110.0,0.9983,8.26,0.77,9.4,5,15.0,1.4,3,1,1,1,0,0,0
1368,0.28,4.8,500,34.0,150.0,0.99437,8.13,0.5,10.0,8,16.0,1.44,3,1,0,0,0,0,1
1369,0.33,1.0,370,66.0,144.0,0.9923,8.11,0.52,10.2,8,14.6,1.04,3,1,0,0,0,0,1
1370,0.35,6.7,390,22.0,64.0,0.99362,7.93,0.49,10.7,7,15.8,1.77,3,1,0,0,0,0,1
1371,0.28,3.1,540,54.0,174.0,0.99543,8.21,0.43,9.4,8,17.0,1.62,3,0,0,0,1,0,1
1372,0.34,3.0,930,16.0,112.0,0.9998,8.38,0.61,9.5,5,17.8,1.37,3,0,1,0,1,0,0
1373,0.16,5.9,480,14.0,125.0,0.99428,8.09,0.49,9.8,7,14.4,1.68,3,1,1,0,0,0,1
1374,0.41,1.9,470,27.0,151.0,0.9937,8.2,0.53,10.1,8,15.2,1.58,3,1,0,1,0,0,1
1375,0.3,1.9,740,32.0,84.0,0.99717,8.39,0.61,9.0,5,16.0,1.01,3,0,0,0,1,0,0
1376,0.42,2.0,800,11.0,27.0,0.9974,8.21,0.8,9.4,6,16.6,1.68,3,1,0,0,0,0,0
1377,0.31,14.5,450,39.0,193.0,0.9986,8.1,0.5,9.2,8,14.8,1.75,3,1,0,1,0,0,1
1378,0.19,1.5,1610,7.0,62.0,0.99395,8.62,0.61,11.0,5,10.6,1.95,3,0,1,1,0,0,0
1379,0.17,17.75,600,51.0,190.0,0.99916,8.13,0.48,8.8,8,12.6,1.94,3,0,0,0,1,0,1
1380,0.42,6.2,660,41.0,176.0,0.99552,8.12,0.54,9.4,7,13.8,1.94,3,1,1,0,0,0,1
1381,0.73,3.2,660,6.0,22.0,0.9986,8.17,0.66,11.2,6,22.2,1.86,3,1,1,0,0,0,0
1382,0.99,1.2,1220,45.0,129.0,0.9936,8.09,0.31,8.7,8,13.2,1.24,3,1,0,1,0,0,1
1383,0.48,3.8,1320,3.0,11.0,0.99577,8.23,0.57,13.2,6,18.6,1.99,3,0,0,0,1,0,0
1384,0.25,1.7,380,29.0,129.0,0.99312,8.45,0.56,10.4,8,15.0,1.24,3,1,0,0,0,0,1
1385,0.24,2.8,1050,29.0,53.0,0.9998,8.24,0.67,9.9,5,20.8,1.73,3,1,1,1,0,0,0
1386,0.49,2.0,590,10.0,112.0,0.9958,8.15,0.46,10.1,7,18.2,1.47,3,1,0,0,0,0,1
1387,0.1,6.4,430,34.0,142.0,0.99382,8.14,0.48,9.8,7,11.2,1.8,3,0,0,0,1,0,1
1388,0.22,6.4,560,44.0,168.0,0.9947,8.13,0.35,10.1,8,14.6,1.32,3,0,0,0,1,0,1
1389,0.44,8.2,430,54.0,201.0,0.99551,8.18,0.48,9.5,7,12.8,1.33,3,0,0,0,1,0,1
1390,0.51,7.8,550,53.0,177.0,0.99502,8.12,0.45,9.6,7,12.8,1.56,3,0,0,0,1,0,1
1391,0.46,8.7,480,39.0,197.0,0.9974,8.14,0.59,9.6,8,16.8,1.18,3,1,0,0,0,0,1
1392,0.33,1.2,390,16.0,98.0,0.9904,8.07,0.39,11.7,8,13.8,1.21,3,1,0,0,0,0,1
1394,0.07,1.9,750,16.0,51.0,0.99685,8.38,0.52,9.5,5,14.2,1.43,3,1,1,1,0,0,0
1395,0.34,1.1,340,49.0,158.0,0.98774,8.32,0.32,13.1,9,10.0,1.91,3,1,0,0,0,0,1
1396,0.28,4.1,300,22.0,86.0,0.99062,8.31,0.38,11.7,9,11.4,1.43,3,0,0,0,1,0,1
1397,0.19,5.4,420,67.0,181.0,0.99435,8.31,0.35,10.2,8,12.8,1.02,3,1,0,0,0,0,1
1398,0.28,5.7,440,31.0,124.0,0.9948,8.16,0.51,10.2,8,16.0,1.99,3,0,0,0,1,0,1
1399,0.31,9.2,480,22.0,221.0,0.9969,8.06,0.61,9.2,8,15.4,1.58,3,1,1,0,0,0,1
1400,0.4,14.75,420,44.5,129.5,0.9998,8.36,0.41,9.1,9,14.6,1.11,3,1,0,0,0,0,1
1401,0.5,11.4,290,25.0,93.0,0.99428,8.23,0.49,10.5,8,11.2,1.99,3,1,0,0,0,0,1
1402,0.5,12.1,450,38.0,127.0,0.9974,8.04,0.53,8.9,8,13.4,1.18,3,0,0,0,1,0,1
1403,0.68,2.55,850,10.0,25.0,0.997,8.18,0.61,11.8,5,22.0,1.69,3,1,0,0,0,0,0
1404,0.26,2.8,390,50.0,118.0,0.9908,8.06,0.59,11.2,8,14.2,1.07,3,1,0,0,0,0,1
1405,0.22,1.6,440,17.0,101.0,0.99471,8.37,0.53,10.0,7,14.4,1.13,3,1,0,0,0,0,1
1406,0.29,2.0,230,19.0,86.0,0.99,8.25,0.45,12.5,8,13.2,1.45,3,1,0,0,0,0,1
1407,0.49,1.6,530,15.0,144.0,0.993,8.16,0.47,10.5,7,15.8,1.52,3,1,0,0,0,0,1
1408,0.12,2.5,680,11.0,35.0,0.996,8.34,0.61,11.6,6,15.6,1.76,3,0,1,0,1,0,0
1409,0.47,5.1,440,19.0,65.0,0.991,8.03,0.41,12.6,6,14.4,1.21,3,0,0,0,1,0,1
1410,0.64,2.9,1220,10.0,41.0,0.998,8.23,0.66,12.5,6,20.4,1.54,3,0,0,0,1,0,0
1411,0.4,2.2,420,54.0,201.0,0.99177,8.03,0.5,11.4,7,14.2,1.6,3,0,0,0,1,0,1
1412,0.33,3.6,340,9.0,45.0,0.99144,8.08,0.4,10.5,8,13.4,1.04,3,1,0,0,0,0,1
1413,0.34,4.8,180,23.0,127.0,0.99474,8.12,0.49,11.2,9,17.4,1.5,3,0,0,0,1,0,1
1414,0.21,5.0,420,17.0,133.0,0.99373,8.02,0.53,9.4,7,12.2,1.72,3,0,0,0,1,0,1
1415,0.28,1.1,440,38.0,100.0,0.9904,8.22,0.69,11.2,8,13.2,1.86,3,1,0,1,0,0,1
1416,0.26,13.2,510,54.0,201.0,0.9976,8.25,0.46,9.0,7,12.4,1.8,3,0,0,0,1,0,1
1417,0.0,1.6,690,4.0,8.0,0.99396,8.33,0.37,10.4,4,13.2,1.02,3,1,1,1,0,0,0
1418,0.3,8.7,360,47.0,127.0,0.99368,8.18,0.39,10.6,7,12.0,1.49,3,1,0,0,0,0,1
1419,0.47,1.4,490,50.0,187.0,0.9927,8.19,0.45,9.5,7,12.2,1.93,3,0,0,0,1,0,1
1420,0.49,1.3,320,35.0,148.0,0.9932,8.45,0.57,10.7,9,13.8,1.64,3,1,0,0,0,0,1
1421,0.3,12.8,530,48.5,212.0,0.9986,8.14,0.49,9.1,9,14.8,1.97,3,1,0,1,0,0,1
1422,0.39,1.9,360,41.0,98.0,0.99,8.19,0.43,11.9,9,13.0,1.88,3,1,0,0,0,0,1
1423,0.03,1.5,800,6.0,13.0,0.99498,8.66,0.62,10.1,4,11.2,1.88,3,1,1,1,0,0,0
1424,0.0,2.4,900,8.0,19.0,0.9974,8.27,0.73,9.3,5,15.4,1.67,3,1,1,1,0,0,0
1425,0.21,6.55,260,33.0,143.0,0.99244,7.92,0.35,11.1,7,15.0,1.04,3,0,0,0,1,0,1
1426,0.39,1.2,490,26.0,152.0,0.99346,8.5,0.47,10.0,8,13.4,1.99,3,1,0,0,0,0,1
1427,0.22,12.3,510,35.0,146.0,0.99676,8.1,0.67,9.4,7,13.2,1.75,3,1,0,0,0,0,1
1428,0.49,4.6,1180,10.0,17.0,1.0002,8.07,0.56,11.7,6,21.8,1.28,3,0,1,0,1,0,0
1429,0.0,1.4,550,27.0,33.0,0.9922,8.45,0.48,12.3,6,12.6,1.92,3,1,1,0,0,0,0
1430,0.43,1.6,350,31.0,128.0,0.9916,8.1,0.5,12.3,8,16.4,1.05,3,1,0,0,0,0,1
1431,0.41,1.7,260,29.0,140.0,0.991,8.02,0.78,12.5,8,15.6,1.84,3,1,0,1,0,0,1
1432,0.42,9.1,490,31.0,150.0,0.9953,8.12,0.74,9.9,9,13.4,1.96,3,1,0,0,0,0,1
1433,0.49,2.5,800,8.0,20.0,0.9992,8.07,0.82,10.3,6,25.2,1.22,3,0,0,0,1,0,0
1434,0.24,2.4,460,27.0,132.0,0.99234,8.63,0.73,11.3,7,11.8,1.69,3,1,0,0,0,0,1
1435,0.15,1.2,530,61.0,183.0,0.9936,8.09,0.43,9.2,7,14.2,1.55,3,0,0,0,1,0,1
1436,0.49,7.0,430,29.0,149.0,0.9952,8.21,0.33,10.0,7,15.6,1.43,3,1,1,0,0,0,1
1437,0.18,2.2,1480,10.0,103.0,0.9969,7.87,1.36,10.2,6,18.4,1.93,3,0,1,1,0,0,0
1438,0.49,1.7,310,44.0,109.0,0.9906,8.07,0.46,12.5,8,15.0,1.99,3,0,0,0,1,0,1
1439,0.22,1.8,820,43.0,60.0,0.99499,8.1,0.42,9.2,5,15.0,1.06,3,0,1,0,1,0,0
1440,0.0,1.8,620,21.0,28.0,0.99352,8.44,0.55,12.3,6,13.2,1.43,3,0,1,0,1,0,0
1441,0.74,11.9,460,54.0,168.0,0.9978,8.58,0.68,10.1,7,12.8,1.97,3,1,0,1,0,0,1
1442,0.04,1.4,450,41.0,85.0,0.9938,8.75,0.48,10.5,4,10.0,1.04,3,0,0,0,0,1,0
